Country,LeagueName,LeagueId,isCup,StageName,StageId,GroupName
Usa,NBA Sacramento Summer League,3960,0,Regular Season,3960,Regular+Season
Usa,NBA Utah Summer League,2718,0,Regular Season,2718,
Usa,NCAA,1049,0,Regular Season,1049,America+East
Usa,NCAA,1049,0,Regular Season,1049,American
Usa,NCAA,1049,0,Regular Season,1049,Atlantic+10
Usa,NCAA,1049,0,Regular Season,1049,Atlantic+Coast
Usa,NCAA,1049,0,Regular Season,1049,Atlantic+Sun
Usa,NCAA,1049,0,Regular Season,1049,Big+12
Usa,NCAA,1049,0,Regular Season,1049,Big+East
Usa,NCAA,1049,0,Regular Season,1049,Big+Sky
Usa,NCAA,1049,0,Regular Season,1049,Big+South
Usa,NCAA,1049,0,Regular Season,1049,Big+10
Usa,NCAA,1049,0,Regular Season,1049,Big+West
Usa,NCAA,1049,0,Regular Season,1049,Colonial+Athletic
Usa,NCAA,1049,0,Regular Season,1049,Conference+USA
Usa,NCAA,1049,0,Regular Season,1049,Horizon+League
Usa,NCAA,1049,0,Regular Season,1049,Ivy+League
Usa,NCAA,1049,0,Regular Season,1049,Metro+Atlantic+Atheltic
Usa,NCAA,1049,0,Regular Season,1049,Mid-American
Usa,NCAA,1049,0,Regular Season,1049,Mid-American+East
Usa,NCAA,1049,0,Regular Season,1049,Mid-Eastern+Athletic
Usa,NCAA,1049,0,Regular Season,1049,Missouri+Valley
Usa,NCAA,1049,0,Regular Season,1049,Mountain+West
Usa,NCAA,1049,0,Regular Season,1049,Northeast
Usa,NCAA,1049,0,Regular Season,1049,Ohio+Valley
Usa,NCAA,1049,0,Regular Season,1049,Pacific-12
Usa,NCAA,1049,0,Regular Season,1049,Patriot+League
Usa,NCAA,1049,0,Regular Season,1049,SEC
Usa,NCAA,1049,0,Regular Season,1049,Southern
Usa,NCAA,1049,0,Regular Season,1049,Southland
Usa,NCAA,1049,0,Regular Season,1049,Southwestern+Athletic
Usa,NCAA,1049,0,Regular Season,1049,Summit+League
Usa,NCAA,1049,0,Regular Season,1049,Sun+Belt
Usa,NCAA,1049,0,Regular Season,1049,West+Coast
Usa,NCAA,1049,0,Regular Season,1049,Western+Athletic
Usa,NIT,1354,1,Regular Season,1354,
Usa,WNBA,1164,0,Regular Season,1164,
Usa,WNBA,1164,0,Regular Season,1164,Eastern+Conference
Usa,WNBA,1164,0,Regular Season,1164,Regular+Season
Usa,WNBA,1164,0,Regular Season,1164,Western+Conference
Venezuela,LPB,1939,0,Regular Season,1939,
World,Albert Schweitzer Tournament,2021,1,Regular Season,2021,
World,Americas Championship U16,3463,1,Regular Season,3463,
World,Americas Championship U16,3463,1,Regular Season,3463,Group+A
World,Americas Championship U16,3463,1,Regular Season,3463,Group+B
World,Americas Championship U16 Women,3462,1,Regular Season,3462,
World,Americas Championship U16 Women,3462,1,Regular Season,3462,Group+A
World,Americas Championship U16 Women,3462,1,Regular Season,3462,Group+B
World,Americas League,1988,1,Regular Season,1988,
World,AmeriCup,3529,1,Regular Season,3529,
World,AmeriCup,3529,1,Regular Season,3529,Group+A
World,AmeriCup,3529,1,Regular Season,3529,Group+B
World,AmeriCup,3529,1,Regular Season,3529,Group+C
World,AmeriCup,3529,1,Regular Season,3529,Group+D
World,AmeriCup Women,3530,1,Regular Season,3530,
World,AmeriCup Women,3530,1,Regular Season,3530,Group+A
World,AmeriCup Women,3530,1,Regular Season,3530,Group+B
World,Club Friendly,1399,0,Regular Season,1399,
World,Club Friendly Women,2102,0,Regular Season,2102,
World,Commonwealth Games,3747,1,Regular Season,3747,
World,Commonwealth Games Women,3748,1,Regular Season,3748,
World,Friendly International,1283,1,Regular Season,1283,
World,Friendly International Women,2053,0,Regular Season,2053,
World,Intercontinental Cup,2464,1,Regular Season,2464,
World,Mediterranean Games 3x3,3951,1,Regular Season,3951,
World,Mediterranean Games 3x3 Women,3952,1,Regular Season,3952,
World,Olympic Games,1928,1,Regular Season,1928,
World,Olympic Games,1928,1,Regular Season,1928,Group+A
World,Olympic Games,1928,1,Regular Season,1928,Group+A1
World,Olympic Games,1928,1,Regular Season,1928,Group+A2
World,Olympic Games,1928,1,Regular Season,1928,Group+A3
World,Olympic Games,1928,1,Regular Season,1928,Group+A4
World,Olympic Games,1928,1,Regular Season,1928,Group+B
World,Olympic Games,1928,1,Regular Season,1928,Group+B1
World,Olympic Games,1928,1,Regular Season,1928,Group+B2
World,Olympic Games,1928,1,Regular Season,1928,Group+B3
World,Olympic Games,1928,1,Regular Season,1928,Group+B4
World,Olympic Games,1928,1,Regular Season,1928,Group+C
World,Olympic Games,1928,1,Regular Season,1928,Ranking+of+third-placed+teams
World,Olympic Games Women,2070,1,Regular Season,2070,
World,Olympic Games Women,2070,1,Regular Season,2070,Group+1
World,Olympic Games Women,2070,1,Regular Season,2070,Group+2
World,Olympic Games Women,2070,1,Regular Season,2070,Group+3
World,Olympic Games Women,2070,1,Regular Season,2070,Group+4
World,Olympic Games Women,2070,1,Regular Season,2070,Group+A
World,Olympic Games Women,2070,1,Regular Season,2070,Group+B
World,Olympic Games Women,2070,1,Regular Season,2070,Group+C
World,Olympic Games Women,2070,1,Regular Season,2070,Ranking+of+third-placed+teams
World,Pan American Games,1537,1,Regular Season,1537,
World,Pan American Games,1537,1,Regular Season,1537,Group+A
World,Pan American Games,1537,1,Regular Season,1537,Group+B
World,Pan American Games Women,2704,1,Regular Season,2704,
World,Pan American Games Women,2704,1,Regular Season,2704,Group+A
World,Pan American Games Women,2704,1,Regular Season,2704,Group+B
World,Universiade,2397,1,Regular Season,2397,
World,Universiade Women,2398,1,Regular Season,2398,
World,World Championship U17,1941,1,Regular Season,1941,
World,World Championship U17 Women,2574,1,Regular Season,2574,
World,World Championship U19,1360,1,Regular Season,1360,
World,World Championship U19,1360,1,Regular Season,1360,Group+A
World,World Championship U19,1360,1,Regular Season,1360,Group+B
World,World Championship U19,1360,1,Regular Season,1360,Group+C
World,World Championship U19,1360,1,Regular Season,1360,Group+D
World,World Championship U19 Women,1433,1,Regular Season,1433,
World,World Championship U19 Women,1433,1,Regular Season,1433,Group+A
World,World Championship U19 Women,1433,1,Regular Season,1433,Group+B
World,World Championship U19 Women,1433,1,Regular Season,1433,Group+C
World,World Championship U19 Women,1433,1,Regular Season,1433,Group+D
World,World Championship Women,1320,1,Regular Season,1320,
World,World Championship Women,1320,1,Regular Season,1320,Group+A
World,World Championship Women,1320,1,Regular Season,1320,Group+B
World,World Championship Women,1320,1,Regular Season,1320,Group+C
World,World Championship Women,1320,1,Regular Season,1320,Group+D
World,World Cup,2603,1,Regular Season,2603,
World,World Cup,2603,1,Regular Season,2603,Group+A
World,World Cup,2603,1,Regular Season,2603,Group+B
World,World Cup,2603,1,Regular Season,2603,Group+C
World,World Cup,2603,1,Regular Season,2603,Group+D
World,World Cup,2603,1,Regular Season,2603,Group+E
World,World Cup,2603,1,Regular Season,2603,Group+F
World,World Cup 3x3,3478,1,Regular Season,3478,
World,World Cup 3x3 U18,3477,1,Regular Season,3477,
World,World Cup 3x3 U18,3477,1,Regular Season,3477,Group+A
World,World Cup 3x3 U18,3477,1,Regular Season,3477,Group+B
World,World Cup 3x3 U18,3477,1,Regular Season,3477,Group+C
World,World Cup 3x3 U18,3477,1,Regular Season,3477,Group+D
World,World Cup 3x3 U18 Women,3476,1,Regular Season,3476,
World,World Cup 3x3 U18 Women,3476,1,Regular Season,3476,Group+A
World,World Cup 3x3 U18 Women,3476,1,Regular Season,3476,Group+B
World,World Cup 3x3 U18 Women,3476,1,Regular Season,3476,Group+C
World,World Cup 3x3 U18 Women,3476,1,Regular Season,3476,Group+D
World,World Cup 3x3 U23,4012,1,Regular Season,4012,
World,World Cup 3x3 U23 Women,4013,1,Regular Season,4013,
World,World Cup 3x3 Women,3480,1,Regular Season,3480,
World,World Tour Chengdu 3x3,3599,1,Regular Season,3599,
World,World Tour Debrecen 3x3,3571,1,Regular Season,3571,
World,World Tour Debrecen 3x3,3571,1,Regular Season,3571,Group+A
World,World Tour Debrecen 3x3,3571,1,Regular Season,3571,Group+B
World,World Tour Debrecen 3x3,3571,1,Regular Season,3571,Group+C
World,World Tour Debrecen 3x3,3571,1,Regular Season,3571,Group+D
World,World Tour Doha 3x3,4116,1,Regular Season,4116,
World,World Tour Doha 3x3,4116,1,Regular Season,4116,Group+A
World,World Tour Doha 3x3,4116,1,Regular Season,4116,Group+B
World,World Tour Doha 3x3,4116,1,Regular Season,4116,Group+C
World,World Tour Doha 3x3,4116,1,Regular Season,4116,Group+D
World,World Tour Final 3x3,3622,1,Regular Season,3622,
World,World Tour Hyderabad 3x3,4005,1,Regular Season,4005,
World,World Tour Lausanne 3x3,3564,1,Regular Season,3564,
World,World Tour Lausanne 3x3,3564,1,Regular Season,3564,Group+A
World,World Tour Lausanne 3x3,3564,1,Regular Season,3564,Group+B
World,World Tour Lausanne 3x3,3564,1,Regular Season,3564,Group+C
World,World Tour Lausanne 3x3,3564,1,Regular Season,3564,Group+D
World,World Tour Mexico City 3x3,3604,1,Regular Season,3604,
World,World Tour Mexico City 3x3,3604,1,Regular Season,3604,Group+A
World,World Tour Mexico City 3x3,3604,1,Regular Season,3604,Group+B
World,World Tour Mexico City 3x3,3604,1,Regular Season,3604,Group+C
World,World Tour Mexico City 3x3,3604,1,Regular Season,3604,Group+D
World,World Tour Penang 3x3,4018,1,Regular Season,4018,
World,World Tour Prague 3x3,3543,1,Regular Season,3543,
World,World Tour Prague 3x3,3543,1,Regular Season,3543,Group+A
World,World Tour Prague 3x3,3543,1,Regular Season,3543,Group+B
World,World Tour Prague 3x3,3543,1,Regular Season,3543,Group+C
World,World Tour Prague 3x3,3543,1,Regular Season,3543,Group+D
World,World Tour Saskatoon 3x3,3514,1,Regular Season,3514,
